date,position,song,artist,popularity,duration_ms,album_type,total_tracks,is_explicit,album_cover_url
2024-02-19,46,Static Wires,The Paper Kites Co. feat. Ruben Castellanos,77.0,171130,Single,1,False,https://cdn.example.com/covers/115.jpg
2024-02-19,47,Bitter Machines,Dust & Ember,73.0,218931,Single,1,False,https://cdn.example.com/covers/011.jpg
2024-02-19,48,Faded Cities,Jaxon Frey feat. Nova Reyes,74.0,282662,Album,10,False,https://cdn.example.com/covers/028.jpg
2024-02-19,49,Bitter Engines,Ruben Castellanos,75.0,183774,Album,18,False,https://cdn.example.com/covers/009.jpg
2024-02-19,50,Neon Wires,Deja Monroe feat. Milo & The Tides,69.0,189317,Album,20,False,https://cdn.example.com/covers/080.jpg
2024-02-20,1,Lonely Rivers,Milo & The Tides,100.0,210046,Single,1,True,https://cdn.example.com/covers/064.jpg
2024-02-20,2,Faded Crowns,Jaxon Frey,100.0,146551,Album,17,True,https://cdn.example.com/covers/029.jpg
2024-02-20,3,Electric Weather,Dust & Ember feat. Milo & The Tides,100.0,135617,Album,11,False,https://cdn.example.com/covers/025.jpg
2024-02-20,4,Golden Engines,Saint Avery,100.0,237976,Album,18,True,https://cdn.example.com/covers/042.jpg
2024-02-20,5,Golden Rooms,Nova Reyes,100.0,174403,Album,20,True,https://cdn.example.com/covers/045.jpg
2024-02-20,6,Neon Summers,Dust & Ember feat. Saint Avery,100.0,172623,Single,1,True,https://cdn.example.com/covers/079.jpg
2024-02-20,7,Midnight Summers,The Lantern Club feat. Bea Whitlock,100.0,206872,Album,16,False,https://cdn.example.com/covers/073.jpg
2024-02-20,8,Ivory Letters,Saint Avery,99.0,230277,Single,1,False,https://cdn.example.com/covers/057.jpg
2024-02-20,9,Wildflower Names,The Lantern Club feat. Nova Reyes,100.0,178107,Album,11,True,https://cdn.example.com/covers/144.jpg
2024-02-20,10,Sugar Crowns,Lorna Sky,95.0,133986,Album,7,False,https://cdn.example.com/covers/118.jpg
2024-02-20,11,Hollow Promises,Velvet Static,97.0,137625,Single,1,True,https://cdn.example.com/covers/050.jpg
2024-02-20,12,Ashen Rooms,Saint Avery feat. The Paper Kites Co.,97.0,221034,Album,20,True,https://cdn.example.com/covers/006.jpg
2024-02-20,13,Paper Cities,Velvet Static,98.0,195370,Album,16,False,https://cdn.example.com/covers/081.jpg
2024-02-20,14,Hollow Ghosts,Dust & Ember,98.0,181921,Album,10,True,https://cdn.example.com/covers/048.jpg
2024-02-20,15,Wildflower Signals,Dust & Ember,97.0,277579,Single,1,True,https://cdn.example.com/covers/146.jpg
2024-02-20,16,Faded Promises,The Paper Kites Co.,91.0,216898,Album,11,False,https://cdn.example.com/covers/032.jpg
2024-02-20,17,Restless Vices,Omar Diallo,96.0,207503,Single,1,False,https://cdn.example.com/covers/101.jpg
2024-02-20,18,Velvet Machines,Trey Nakamura,95.0,270666,Album,16,False,https://cdn.example.com/covers/135.jpg
2024-02-20,19,Hollow Engines,Jaxon Frey,93.0,255285,Single,1,False,https://cdn.example.com/covers/047.jpg
2024-02-20,20,Hollow Vices,Bea Whitlock,94.0,173530,Album,17,False,https://cdn.example.com/covers/053.jpg
2024-02-20,21,Velvet Vices,Velvet Static,96.0,259460,Single,1,True,https://cdn.example.com/covers/138.jpg
2024-02-20,22,Sugar Names,Trey Nakamura,87.0,242733,Album,15,True,https://cdn.example.com/covers/121.jpg
2024-02-20,23,Bitter Daylight,Lorna Sky,95.0,223885,Album,16,True,https://cdn.example.com/covers/008.jpg
2024-02-20,24,Silver Letters,Kira Lindqvist,88.0,135608,Single,1,False,https://cdn.example.com/covers/105.jpg
2024-02-20,25,Restless Signals,Milo & The Tides,88.0,220260,Album,10,False,https://cdn.example.com/covers/100.jpg
2024-02-20,26,Ivory Summers,Saint Avery,84.0,277100,Album,17,True,https://cdn.example.com/covers/058.jpg
2024-02-20,27,Faded Summers,The Paper Kites Co.,84.0,238446,Single,1,False,https://cdn.example.com/covers/036.jpg
2024-02-20,28,Electric Wires,Trey Nakamura feat. Deja Monroe,90.0,227637,Album,16,False,https://cdn.example.com/covers/026.jpg
2024-02-20,29,Midnight Crowns,Jaxon Frey,84.0,210662,Album,13,True,https://cdn.example.com/covers/067.jpg
2024-02-20,30,Silver Hours,Nova Reyes,82.0,228733,Single,1,True,https://cdn.example.com/covers/104.jpg
2024-02-20,31,Neon Rooms,Bea Whitlock,85.0,178843,Album,18,True,https://cdn.example.com/covers/078.jpg
2024-02-20,32,Paper Highways,Ruben Castellanos feat. Priya Anand,86.0,160395,Single,1,False,https://cdn.example.com/covers/084.jpg
2024-02-20,33,Sugar Bones,Halcyon Youth,85.0,203420,Album,17,True,https://cdn.example.com/covers/116.jpg
2024-02-20,34,Quiet Promises,Deja Monroe,84.0,172131,Album,16,False,https://cdn.example.com/covers/091.jpg
2024-02-20,35,Lonely Bones,The Paper Kites Co.,84.0,237046,Single,1,False,https://cdn.example.com/covers/060.jpg
2024-02-20,36,Restless Ghosts,Milo & The Tides,77.0,132699,Single,1,True,https://cdn.example.com/covers/097.jpg
2024-02-20,37,Sunlit Highways,Kira Lindqvist,82.0,259501,Album,7,True,https://cdn.example.com/covers/125.jpg
2024-02-20,38,Velvet Hours,Lorna Sky feat. Ruben Castellanos,75.0,221443,Album,11,True,https://cdn.example.com/covers/134.jpg
2024-02-20,39,Velvet Promises,Kira Lindqvist,80.0,204302,Album,8,False,https://cdn.example.com/covers/136.jpg
2024-02-20,40,Bitter Signals,Jaxon Frey,77.0,168881,Single,1,False,https://cdn.example.com/covers/014.jpg
2024-02-20,41,Faded Rivers,Saint Avery,77.0,216418,Album,15,False,https://cdn.example.com/covers/033.jpg
2024-02-20,42,Faded Vices,Deja Monroe,74.0,106449,Album,15,False,https://cdn.example.com/covers/037.jpg
2024-02-20,43,Velvet Weather,Dust & Ember,75.0,271354,Album,9,False,https://cdn.example.com/covers/139.jpg
2024-02-20,44,Sugar Signals,Priya Anand,70.0,221010,Album,15,False,https://cdn.example.com/covers/122.jpg
2024-02-20,45,Crimson Ghosts,Velvet Static feat. Dust & Ember,69.0,207632,Single,1,False,https://cdn.example.com/covers/018.jpg
2024-02-20,46,Sugar Cities,Velvet Static,73.0,262484,Single,1,False,https://cdn.example.com/covers/117.jpg
2024-02-20,47,Hollow Names,Milo & The Tides,76.0,205579,Single,1,True,https://cdn.example.com/covers/049.jpg
2024-02-20,48,Neon Wires,Deja Monroe feat. Milo & The Tides,78.0,189317,Album,20,False,https://cdn.example.com/covers/080.jpg
2024-02-20,49,Paper Rivers,  LORNA SKY,73.0,245886,Album,12,False,https://cdn.example.com/covers/086.jpg
2024-02-20,50,Bitter Machines,Dust & Ember,75.0,218931,Single,1,False,https://cdn.example.com/covers/011.jpg
2024-02-21,1,Lonely Rivers,Milo & The Tides,100.0,210046,Single,1,True,https://cdn.example.com/covers/064.jpg
2024-02-21,2,Electric Weather,Dust & Ember feat. Milo & The Tides,100.0,135617,Album,11,False,https://cdn.example.com/covers/025.jpg
2024-02-21,3,Neon Summers,Dust & Ember feat. Saint Avery,100.0,172623,Single,1,True,https://cdn.example.com/covers/079.jpg
2024-02-21,4,Faded Crowns,Jaxon Frey,100.0,146551,Album,17,True,https://cdn.example.com/covers/029.jpg
2024-02-21,5,Golden Engines,Saint Avery,100.0,237976,Album,18,True,https://cdn.example.com/covers/042.jpg
2024-02-21,6,Ivory Letters,Saint Avery,100.0,230277,Single,1,False,https://cdn.example.com/covers/057.jpg
2024-02-21,7,Golden Rooms,Nova Reyes,100.0,174403,Album,20,True,https://cdn.example.com/covers/045.jpg
2024-02-21,8,Ashen Rooms,Saint Avery feat. The Paper Kites Co.,100.0,221034,Album,20,True,https://cdn.example.com/covers/006.jpg
2024-02-21,9,Faded Promises,The Paper Kites Co.,100.0,216898,Album,11,False,https://cdn.example.com/covers/032.jpg
2024-02-21,10,Wildflower Names,The Lantern Club feat. Nova Reyes,100.0,178107,Album,11,True,https://cdn.example.com/covers/144.jpg
2024-02-21,11,Sugar Crowns,Lorna Sky,100.0,133986,Album,7,False,https://cdn.example.com/covers/118.jpg
2024-02-21,12,Hollow Ghosts,Dust & Ember,100.0,181921,Album,10,True,https://cdn.example.com/covers/048.jpg
2024-02-21,13,Hollow Promises,Velvet Static,97.0,137625,Single,1,True,https://cdn.example.com/covers/050.jpg
2024-02-21,14,Paper Cities,Velvet Static,96.0,195370,Album,16,False,https://cdn.example.com/covers/081.jpg
2024-02-21,15,Hollow Engines,Jaxon Frey,94.0,255285,Single,1,False,https://cdn.example.com/covers/047.jpg
2024-02-21,16,Midnight Summers,The Lantern Club feat. Bea Whitlock,92.0,206872,Album,16,False,https://cdn.example.com/covers/073.jpg
2024-02-21,17,Velvet Vices,Velvet Static,90.0,259460,Single,1,True,https://cdn.example.com/covers/138.jpg
2024-02-21,18,Ivory Summers,Saint Avery,97.0,277100,Album,17,True,https://cdn.example.com/covers/058.jpg
2024-02-21,19,Restless Signals,Milo & The Tides,90.0,220260,Album,10,False,https://cdn.example.com/covers/100.jpg
2024-02-21,20,Sugar Names,Trey Nakamura,93.0,242733,Album,15,True,https://cdn.example.com/covers/121.jpg
2024-02-21,21,Velvet Machines,Trey Nakamura,87.0,270666,Album,16,False,https://cdn.example.com/covers/135.jpg
2024-02-21,22,Hollow Vices,  BEA WHITLOCK,90.0,173530,Album,17,False,https://cdn.example.com/covers/053.jpg
2024-02-21,23,Wildflower Signals,Dust & Ember,91.0,277579,Single,1,True,https://cdn.example.com/covers/146.jpg
2024-02-21,24,Restless Vices,Omar Diallo,86.0,207503,Single,1,False,https://cdn.example.com/covers/101.jpg
2024-02-21,25,Bitter Daylight,Lorna Sky,89.0,223885,Album,16,True,https://cdn.example.com/covers/008.jpg
2024-02-21,26,Sunlit Highways,Kira Lindqvist,84.0,259501,Album,7,True,https://cdn.example.com/covers/125.jpg
2024-02-21,27,Faded Summers,The Paper Kites Co.,85.0,238446,Single,1,False,https://cdn.example.com/covers/036.jpg
2024-02-21,28,Electric Wires,Trey Nakamura feat. Deja Monroe,83.0,227637,Album,16,False,https://cdn.example.com/covers/026.jpg
2024-02-21,29,Silver Letters,Kira Lindqvist,84.0,135608,Single,1,False,https://cdn.example.com/covers/105.jpg
2024-02-21,30,Velvet Hours,Lorna Sky feat. Ruben Castellanos,92.0,221443,Album,11,True,https://cdn.example.com/covers/134.jpg
2024-02-21,31,Velvet Promises,Kira Lindqvist,80.0,204302,Album,8,False,https://cdn.example.com/covers/136.jpg
2024-02-21,32,Neon Rooms,Bea Whitlock,84.0,178843,Album,18,True,https://cdn.example.com/covers/078.jpg
2024-02-21,33,Paper Highways,Ruben Castellanos feat. Priya Anand,83.0,160395,Single,1,False,https://cdn.example.com/covers/084.jpg
2024-02-21,34,Bitter Signals,Jaxon Frey,87.0,168881,Single,1,False,https://cdn.example.com/covers/014.jpg
2024-02-21,35,Silver Hours,Nova Reyes,84.0,228733,Single,1,True,https://cdn.example.com/covers/104.jpg
2024-02-21,36,Velvet Weather,Dust & Ember,80.0,271354,Album,9,False,https://cdn.example.com/covers/139.jpg
2024-02-21,37,Midnight Crowns,Jaxon Frey,78.0,210662,Album,13,True,https://cdn.example.com/covers/067.jpg
2024-02-21,38,Sugar Signals,Priya Anand,82.0,221010,Album,15,False,https://cdn.example.com/covers/122.jpg
2024-02-21,39,Sugar Bones,Halcyon Youth,82.0,203420,Album,17,True,https://cdn.example.com/covers/116.jpg
2024-02-21,40,Quiet Promises,Deja Monroe,75.0,172131,Album,16,False,https://cdn.example.com/covers/091.jpg
2024-02-21,41,Bitter Machines,Dust & Ember,72.0,218931,Single,1,False,https://cdn.example.com/covers/011.jpg
2024-02-21,42,Sugar Cities,Velvet Static,77.0,262484,Single,1,False,https://cdn.example.com/covers/117.jpg
2024-02-21,43,Faded Rivers,Saint Avery,78.0,216418,Album,15,False,https://cdn.example.com/covers/033.jpg
2024-02-21,44,Lonely Bones,The Paper Kites Co.,77.0,237046,Single,1,False,https://cdn.example.com/covers/060.jpg
2024-02-21,45,Ashen Bones,Milo & The Tides feat. Omar Diallo,77.0,143025,Single,1,False,https://cdn.example.com/covers/000.jpg
2024-02-21,46,Faded Cities,Jaxon Frey feat. Nova Reyes,72.0,282662,Album,10,False,https://cdn.example.com/covers/028.jpg
2024-02-21,47,Hollow Names,Milo & The Tides,75.0,205579,Single,1,True,https://cdn.example.com/covers/049.jpg
2024-02-21,48,Static Wires,The Paper Kites Co. feat. Ruben Castellanos,72.0,171130,Single,1,False,https://cdn.example.com/covers/115.jpg
2024-02-21,49,Crimson Ghosts,Velvet Static feat. Dust & Ember,78.0,207632,Single,1,False,https://cdn.example.com/covers/018.jpg
2024-02-21,50,Bitter Engines,Ruben Castellanos,70.0,183774,Album,18,False,https://cdn.example.com/covers/009.jpg
2024-02-22,1,Lonely Rivers,Milo & The Tides,100.0,210046,Single,1,True,https://cdn.example.com/covers/064.jpg
2024-02-22,2,Neon Summers,Dust & Ember feat. Saint Avery,100.0,172623,Single,1,True,https://cdn.example.com/covers/079.jpg
2024-02-22,3,Electric Weather,Dust & Ember feat. Milo & The Tides,100.0,135617,Album,11,False,https://cdn.example.com/covers/025.jpg
2024-02-22,4,Faded Crowns,Jaxon Frey,100.0,146551,Album,17,True,https://cdn.example.com/covers/029.jpg
2024-02-22,5,Golden Engines,Saint Avery,99.0,237976,Album,18,True,https://cdn.example.com/covers/042.jpg
2024-02-22,6,Ivory Letters,Saint Avery,100.0,230277,Single,1,False,https://cdn.example.com/covers/057.jpg
2024-02-22,7,Wildflower Names,The Lantern Club feat. Nova Reyes,100.0,178107,Album,11,True,https://cdn.example.com/covers/144.jpg
2024-02-22,8,Golden Rooms,Nova Reyes,100.0,174403,Album,20,True,https://cdn.example.com/covers/045.jpg
2024-02-22,9,Faded Promises,The Paper Kites Co.,99.0,216898,Album,11,False,https://cdn.example.com/covers/032.jpg
2024-02-22,10,Midnight Summers,The Lantern Club feat. Bea Whitlock,100.0,206872,Album,16,False,https://cdn.example.com/covers/073.jpg
2024-02-22,11,Paper Cities,Velvet Static,97.0,195370,Album,16,False,https://cdn.example.com/covers/081.jpg
2024-02-22,12,Hollow Engines,Jaxon Frey,100.0,255285,Single,1,False,https://cdn.example.com/covers/047.jpg
2024-02-22,13,Sugar Crowns,Lorna Sky,97.0,133986,Album,7,False,https://cdn.example.com/covers/118.jpg
2024-02-22,14,Ashen Rooms,Saint Avery feat. The Paper Kites Co.,100.0,221034,Album,20,True,https://cdn.example.com/covers/006.jpg
2024-02-22,15,Restless Vices,Omar Diallo,98.0,207503,Single,1,False,https://cdn.example.com/covers/101.jpg
2024-02-22,16,Faded Summers,The Paper Kites Co.,93.0,238446,Single,1,False,https://cdn.example.com/covers/036.jpg
2024-02-22,17,Velvet Machines,Trey Nakamura,92.0,270666,Album,16,False,https://cdn.example.com/covers/135.jpg
2024-02-22,18,Velvet Vices,Velvet Static,95.0,259460,Single,1,True,https://cdn.example.com/covers/138.jpg
2024-02-22,19,Hollow Promises,Velvet Static,94.0,137625,Single,1,True,https://cdn.example.com/covers/050.jpg
2024-02-22,20,Sugar Names,Trey Nakamura,91.0,242733,Album,15,True,https://cdn.example.com/covers/121.jpg
2024-02-22,21,Bitter Daylight,Lorna Sky,91.0,223885,Album,16,True,https://cdn.example.com/covers/008.jpg
2024-02-22,22,Hollow Vices,Bea Whitlock,86.0,173530,Album,17,False,https://cdn.example.com/covers/053.jpg
2024-02-22,23,Hollow Ghosts,Dust & Ember,90.0,181921,Album,10,True,https://cdn.example.com/covers/048.jpg
2024-02-22,24,Restless Signals,Milo & The Tides,94.0,220260,Album,10,False,https://cdn.example.com/covers/100.jpg
2024-02-22,25,Ivory Summers,Saint Avery,86.0,277100,Album,17,True,https://cdn.example.com/covers/058.jpg
2024-02-22,26,Silver Hours,Nova Reyes,91.0,228733,Single,1,True,https://cdn.example.com/covers/104.jpg
2024-02-22,27,Wildflower Signals,Dust & Ember,87.0,277579,Single,1,True,https://cdn.example.com/covers/146.jpg
2024-02-22,28,Faded Cities,Jaxon Frey feat. Nova Reyes,87.0,282662,Album,10,False,https://cdn.example.com/covers/028.jpg
2024-02-22,29,Neon Rooms,Bea Whitlock,85.0,178843,Album,18,True,https://cdn.example.com/covers/078.jpg
2024-02-22,30,Silver Letters,Kira Lindqvist,90.0,135608,Single,1,False,https://cdn.example.com/covers/105.jpg
2024-02-22,31,Sunlit Highways,Kira Lindqvist,89.0,259501,Album,7,True,https://cdn.example.com/covers/125.jpg
2024-02-22,32,Electric Wires,Trey Nakamura feat. Deja Monroe,87.0,227637,Album,16,False,https://cdn.example.com/covers/026.jpg
2024-02-22,33,Midnight Crowns,Jaxon Frey,82.0,210662,Album,13,True,https://cdn.example.com/covers/067.jpg
2024-02-22,34,Velvet Promises,Kira Lindqvist,83.0,204302,Album,8,False,https://cdn.example.com/covers/136.jpg
2024-02-22,35,Velvet Weather,Dust & Ember,81.0,271354,Album,9,False,https://cdn.example.com/covers/139.jpg
2024-02-22,36,Paper Highways,Ruben Castellanos feat. Priya Anand,80.0,160395,Single,1,False,https://cdn.example.com/covers/084.jpg
2024-02-22,37,Bitter Signals,Jaxon Frey,77.0,168881,Single,1,False,https://cdn.example.com/covers/014.jpg
2024-02-22,38,Quiet Promises,Deja Monroe,79.0,172131,Album,16,False,https://cdn.example.com/covers/091.jpg
2024-02-22,39,Sugar Signals,Priya Anand,81.0,221010,Album,15,False,https://cdn.example.com/covers/122.jpg
2024-02-22,40,Velvet Hours,Lorna Sky feat. Ruben Castellanos,77.0,221443,Album,11,True,https://cdn.example.com/covers/134.jpg
2024-02-22,41,Restless Ghosts,Milo & The Tides,74.0,132699,Single,1,True,https://cdn.example.com/covers/097.jpg
2024-02-22,42,Sugar Bones,Halcyon Youth,81.0,203420,Album,17,True,https://cdn.example.com/covers/116.jpg
2024-02-22,43,Bitter Machines,Dust & Ember,85.0,218931,Single,1,False,https://cdn.example.com/covers/011.jpg
2024-02-22,44,Faded Rivers,Saint Avery,76.0,216418,Album,15,False,https://cdn.example.com/covers/033.jpg
2024-02-22,45,Ashen Bones,Milo & The Tides feat. Omar Diallo,76.0,143025,Single,1,False,https://cdn.example.com/covers/000.jpg
2024-02-22,46,Sugar Cities,Velvet Static,86.0,262484,Single,1,False,https://cdn.example.com/covers/117.jpg
2024-02-22,47,Sugar Hours,Bea Whitlock,75.0,157479,Single,1,True,https://cdn.example.com/covers/120.jpg
2024-02-22,48,Bitter Engines,Ruben Castellanos,71.0,183774,Album,18,False,https://cdn.example.com/covers/009.jpg
2024-02-22,49,Faded Vices,Deja Monroe,69.0,106449,Album,15,False,https://cdn.example.com/covers/037.jpg
2024-02-22,50,Static Wires,The Paper Kites Co. feat. Ruben Castellanos,74.0,171130,Single,1,False,https://cdn.example.com/covers/115.jpg
2024-02-23,1,Lonely Rivers,Milo & The Tides,100.0,210046,Single,1,True,https://cdn.example.com/covers/064.jpg
2024-02-23,2,Neon Summers,Dust & Ember feat. Saint Avery,100.0,172623,Single,1,True,https://cdn.example.com/covers/079.jpg
2024-02-23,3,Golden Rooms,Nova Reyes,100.0,174403,Album,20,True,https://cdn.example.com/covers/045.jpg
2024-02-23,4,Faded Crowns,Jaxon Frey,100.0,146551,Album,17,True,https://cdn.example.com/covers/029.jpg
2024-02-23,5,Ivory Letters,Saint Avery,100.0,230277,Single,1,False,https://cdn.example.com/covers/057.jpg
2024-02-23,6,Electric Weather,Dust & Ember feat. Milo & The Tides,100.0,135617,Album,11,False,https://cdn.example.com/covers/025.jpg
2024-02-23,7,Golden Engines,Saint Avery,100.0,237976,Album,18,True,https://cdn.example.com/covers/042.jpg
2024-02-23,8,Ashen Rooms,Saint Avery feat. The Paper Kites Co.,97.0,221034,Album,20,True,https://cdn.example.com/covers/006.jpg
2024-02-23,9,Wildflower Names,The Lantern Club feat. Nova Reyes,100.0,178107,Album,11,True,https://cdn.example.com/covers/144.jpg
2024-02-23,10,Midnight Summers,The Lantern Club feat. Bea Whitlock,99.0,206872,Album,16,False,https://cdn.example.com/covers/073.jpg
2024-02-23,11,Hollow Ghosts,Dust & Ember,100.0,181921,Album,10,True,https://cdn.example.com/covers/048.jpg
2024-02-23,12,Sugar Crowns,Lorna Sky,94.0,133986,Album,7,False,https://cdn.example.com/covers/118.jpg
2024-02-23,13,Faded Promises,The Paper Kites Co.,98.0,216898,Album,11,False,https://cdn.example.com/covers/032.jpg
2024-02-23,14,Hollow Engines,Jaxon Frey,93.0,255285,Single,1,False,https://cdn.example.com/covers/047.jpg
2024-02-23,15,Paper Cities,Velvet Static,97.0,195370,Album,16,False,https://cdn.example.com/covers/081.jpg
2024-02-23,16,Sugar Names,Trey Nakamura,93.0,242733,Album,15,True,https://cdn.example.com/covers/121.jpg
2024-02-23,17,Wildflower Signals,Dust & Ember,95.0,277579,Single,1,True,https://cdn.example.com/covers/146.jpg
2024-02-23,18,Ivory Summers,Saint Avery,97.0,277100,Album,17,True,https://cdn.example.com/covers/058.jpg
2024-02-23,19,Hollow Vices,Bea Whitlock,86.0,173530,Album,17,False,https://cdn.example.com/covers/053.jpg
2024-02-23,20,Restless Vices,Omar Diallo,90.0,207503,Single,1,False,https://cdn.example.com/covers/101.jpg
2024-02-23,21,Velvet Vices,Velvet Static,95.0,259460,Single,1,True,https://cdn.example.com/covers/138.jpg
2024-02-23,22,Silver Letters,Kira Lindqvist,93.0,135608,Single,1,False,https://cdn.example.com/covers/105.jpg
2024-02-23,23,Neon Rooms,Bea Whitlock,88.0,178843,Album,18,True,https://cdn.example.com/covers/078.jpg
2024-02-23,24,Hollow Promises,Velvet Static,93.0,137625,Single,1,True,https://cdn.example.com/covers/050.jpg
2024-02-23,25,Bitter Daylight,Lorna Sky,88.0,223885,Album,16,True,https://cdn.example.com/covers/008.jpg
2024-02-23,26,Faded Summers,The Paper Kites Co.,88.0,238446,Single,1,False,https://cdn.example.com/covers/036.jpg
2024-02-23,27,Silver Hours,Nova Reyes,94.0,228733,Single,1,True,https://cdn.example.com/covers/104.jpg
2024-02-23,28,Quiet Promises,Deja Monroe,84.0,172131,Album,16,False,https://cdn.example.com/covers/091.jpg
2024-02-23,29,Velvet Machines,Trey Nakamura,87.0,270666,Album,16,False,https://cdn.example.com/covers/135.jpg
2024-02-23,30,Restless Signals,Milo & The Tides,88.0,220260,Album,10,False,https://cdn.example.com/covers/100.jpg
2024-02-23,31,Faded Cities,Jaxon Frey feat. Nova Reyes,84.0,282662,Album,10,False,https://cdn.example.com/covers/028.jpg
2024-02-23,32,Midnight Crowns,Jaxon Frey,80.0,210662,Album,13,True,https://cdn.example.com/covers/067.jpg
2024-02-23,33,Sunlit Highways,Kira Lindqvist,90.0,259501,Album,7,True,https://cdn.example.com/covers/125.jpg
2024-02-23,34,Velvet Promises,Kira Lindqvist,86.0,204302,Album,8,False,https://cdn.example.com/covers/136.jpg
2024-02-23,35,Bitter Signals,Jaxon Frey,81.0,168881,Single,1,False,https://cdn.example.com/covers/014.jpg
2024-02-23,36,Faded Rivers,Saint Avery,80.0,216418,Album,15,False,https://cdn.example.com/covers/033.jpg
2024-02-23,37,Sugar Signals,Priya Anand,84.0,221010,Album,15,False,https://cdn.example.com/covers/122.jpg
2024-02-23,38,Sugar Cities,Velvet Static,76.0,262484,Single,1,False,https://cdn.example.com/covers/117.jpg
2024-02-23,39,Velvet Weather,Dust & Ember,80.0,271354,Album,9,False,https://cdn.example.com/covers/139.jpg
2024-02-23,40,Paper Highways,Ruben Castellanos feat. Priya Anand,78.0,160395,Single,1,False,https://cdn.example.com/covers/084.jpg
2024-02-23,41,Restless Ghosts,Milo & The Tides,82.0,132699,Single,1,True,https://cdn.example.com/covers/097.jpg
2024-02-23,42,Ashen Bones,Milo & The Tides feat. Omar Diallo,,143025,Single,1,False,https://cdn.example.com/covers/000.jpg
2024-02-23,43,Lonely Bones,The Paper Kites Co.,80.0,237046,Single,1,False,https://cdn.example.com/covers/060.jpg
2024-02-23,44,Velvet Hours,Lorna Sky feat. Ruben Castellanos,80.0,221443,Album,11,True,https://cdn.example.com/covers/134.jpg
2024-02-23,45,Bitter Machines,Dust & Ember,67.0,218931,Single,1,False,https://cdn.example.com/covers/011.jpg
2024-02-23,46,Faded Vices,Deja Monroe,71.0,106449,Album,15,False,https://cdn.example.com/covers/037.jpg
2024-02-23,47,Sugar Bones,Halcyon Youth,72.0,203420,Album,17,True,https://cdn.example.com/covers/116.jpg
2024-02-23,48,Static Wires,The Paper Kites Co. feat. Ruben Castellanos,70.0,171130,Single,1,False,https://cdn.example.com/covers/115.jpg
2024-02-23,49,Hollow Names,Milo & The Tides,74.0,205579,Single,1,True,https://cdn.example.com/covers/049.jpg
2024-02-23,50,Crimson Ghosts,Velvet Static feat. Dust & Ember,66.0,207632,Single,1,False,https://cdn.example.com/covers/018.jpg
2024-02-24,1,Lonely Rivers,Milo & The Tides,100.0,210046,Single,1,True,https://cdn.example.com/covers/064.jpg
2024-02-24,2,Golden Rooms,Nova Reyes,100.0,174403,Album,20,True,https://cdn.example.com/covers/045.jpg
2024-02-24,3,Electric Weather,Dust & Ember feat. Milo & The Tides,100.0,135617,Album,11,False,https://cdn.example.com/covers/025.jpg
2024-02-24,4,Neon Summers,Dust & Ember feat. Saint Avery,100.0,172623,Single,1,True,https://cdn.example.com/covers/079.jpg
2024-02-24,5,Golden Engines,Saint Avery,100.0,237976,Album,18,True,https://cdn.example.com/covers/042.jpg
2024-02-24,6,Ivory Letters,Saint Avery,100.0,230277,Single,1,False,https://cdn.example.com/covers/057.jpg
2024-02-24,7,Faded Crowns,Jaxon Frey,100.0,146551,Album,17,True,https://cdn.example.com/covers/029.jpg
2024-02-24,8,Paper Cities,Velvet Static,100.0,195370,Album,16,False,https://cdn.example.com/covers/081.jpg
2024-02-24,9,Faded Promises,The Paper Kites Co.,100.0,216898,Album,11,False,https://cdn.example.com/covers/032.jpg
2024-02-24,10,Ashen Rooms,Saint Avery feat. The Paper Kites Co.,100.0,221034,Album,20,True,https://cdn.example.com/covers/006.jpg
2024-02-24,11,Midnight Summers,The Lantern Club feat. Bea Whitlock,97.0,206872,Album,16,False,https://cdn.example.com/covers/073.jpg
2024-02-24,12,Hollow Engines,Jaxon Frey,92.0,255285,Single,1,False,https://cdn.example.com/covers/047.jpg
2024-02-24,13,Wildflower Names,The Lantern Club feat. Nova Reyes,99.0,178107,Album,11,True,https://cdn.example.com/covers/144.jpg
2024-02-24,14,Velvet Vices,Velvet Static,99.0,259460,Single,1,True,https://cdn.example.com/covers/138.jpg
2024-02-24,15,Silver Hours,Nova Reyes,95.0,228733,Single,1,True,https://cdn.example.com/covers/104.jpg
2024-02-24,16,Hollow Ghosts,Dust & Ember,91.0,181921,Album,10,True,https://cdn.example.com/covers/048.jpg
2024-02-24,17,Hollow Vices,Bea Whitlock,95.0,173530,Album,17,False,https://cdn.example.com/covers/053.jpg
2024-02-24,18,Sugar Crowns,Lorna Sky,93.0,133986,Album,7,False,https://cdn.example.com/covers/118.jpg
2024-02-24,19,Restless Vices,Omar Diallo,92.0,207503,Single,1,False,https://cdn.example.com/covers/101.jpg
2024-02-24,20,Sugar Names,Trey Nakamura,89.0,242733,Album,15,True,https://cdn.example.com/covers/121.jpg
2024-02-24,21,Neon Rooms,Bea Whitlock,,178843,Album,18,True,https://cdn.example.com/covers/078.jpg
2024-02-24,22,Ivory Summers,Saint Avery,87.0,277100,Album,17,True,https://cdn.example.com/covers/058.jpg
2024-02-24,23,Faded Summers,The Paper Kites Co.,86.0,238446,Single,1,False,https://cdn.example.com/covers/036.jpg
2024-02-24,24,Hollow Promises,Velvet Static,94.0,137625,Single,1,True,https://cdn.example.com/covers/050.jpg
